date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2021/06/17,CORN,Sep,2021,3209,ZAR/Ton,ZAR,58,833,JSE
2021/06/15,CORN,Sep,2021,3246,ZAR/Ton,ZAR,51,841,JSE
2021/06/14,CORN,Sep,2021,3320,ZAR/Ton,ZAR,49,841,JSE
2021/06/11,CORN,Sep,2021,3401,ZAR/Ton,ZAR,134,880,JSE
2021/06/10,CORN,Sep,2021,3455,ZAR/Ton,ZAR,228,878,JSE
2021/06/09,CORN,Sep,2021,3329,ZAR/Ton,ZAR,94,970,JSE
2021/06/08,CORN,Sep,2021,3401,ZAR/Ton,ZAR,28,975,JSE
2021/06/07,CORN,Sep,2021,3335,ZAR/Ton,ZAR,59,983,JSE
2021/06/04,CORN,Sep,2021,3238,ZAR/Ton,ZAR,122,974,JSE
2021/06/03,CORN,Sep,2021,3239,ZAR/Ton,ZAR,165,1025,JSE
2021/06/02,CORN,Sep,2021,3316,ZAR/Ton,ZAR,50,1120,JSE
2021/06/01,CORN,Sep,2021,3209,ZAR/Ton,ZAR,51,1106,JSE
2021/05/31,CORN,Sep,2021,3176,ZAR/Ton,ZAR,1,1084,JSE
2021/05/28,CORN,Sep,2021,3204,ZAR/Ton,ZAR,76,1090,JSE
2021/05/27,CORN,Sep,2021,3014,ZAR/Ton,ZAR,104,1025,JSE
2021/05/26,CORN,Sep,2021,2994,ZAR/Ton,ZAR,20,1110,JSE
2021/05/25,CORN,Sep,2021,3117,ZAR/Ton,ZAR,1,1112,JSE
2021/05/24,CORN,Sep,2021,3108,ZAR/Ton,ZAR,11,1111,JSE
2021/05/21,CORN,Sep,2021,3169,ZAR/Ton,ZAR,130,1109,JSE
2021/05/20,CORN,Sep,2021,3213,ZAR/Ton,ZAR,32,1139,JSE
2021/05/19,CORN,Sep,2021,3189,ZAR/Ton,ZAR,68,1180,JSE
2021/05/18,CORN,Sep,2021,3216,ZAR/Ton,ZAR,93,1196,JSE
2021/05/17,CORN,Sep,2021,3142,ZAR/Ton,ZAR,38,1194,JSE
2021/05/14,CORN,Sep,2021,3354,ZAR/Ton,ZAR,28,1210,JSE
2021/05/13,CORN,Sep,2021,3472,ZAR/Ton,ZAR,108,1262,JSE
2021/05/12,CORN,Sep,2021,3578,ZAR/Ton,ZAR,177,1304,JSE
2021/05/11,CORN,Sep,2021,3482,ZAR/Ton,ZAR,157,1240,JSE
2021/05/10,CORN,Sep,2021,3600,ZAR/Ton,ZAR,7,1107,JSE
2021/05/07,CORN,Sep,2021,3690,ZAR/Ton,ZAR,124,1104,JSE
2021/05/06,CORN,Sep,2021,3603,ZAR/Ton,ZAR,65,997,JSE
2021/05/05,CORN,Sep,2021,3543,ZAR/Ton,ZAR,107,940,JSE
2021/05/04,CORN,Sep,2021,3440,ZAR/Ton,ZAR,201,959,JSE
2021/05/03,CORN,Sep,2021,3489,ZAR/Ton,ZAR,187,894,JSE
2021/04/30,CORN,Sep,2021,3281,ZAR/Ton,ZAR,126,795,JSE
2021/04/29,CORN,Sep,2021,3255,ZAR/Ton,ZAR,143,713,JSE
2021/04/28,CORN,Sep,2021,3255,ZAR/Ton,ZAR,103,632,JSE
2021/04/26,CORN,Sep,2021,3340,ZAR/Ton,ZAR,27,586,JSE
2021/04/23,CORN,Sep,2021,3265,ZAR/Ton,ZAR,30,575,JSE
2021/04/22,CORN,Sep,2021,3215,ZAR/Ton,ZAR,53,565,JSE
2021/04/21,CORN,Sep,2021,3151,ZAR/Ton,ZAR,5,561,JSE
2021/04/20,CORN,Sep,2021,3098,ZAR/Ton,ZAR,2,559,JSE
2021/04/19,CORN,Sep,2021,3061,ZAR/Ton,ZAR,24,557,JSE
2021/04/16,CORN,Sep,2021,3030,ZAR/Ton,ZAR,8,570,JSE
2021/04/15,CORN,Sep,2021,3047,ZAR/Ton,ZAR,,569,JSE
2021/04/14,CORN,Sep,2021,3047,ZAR/Ton,ZAR,1,569,JSE
2021/04/13,CORN,Sep,2021,2992,ZAR/Ton,ZAR,53,569,JSE
2021/04/12,CORN,Sep,2021,2999,ZAR/Ton,ZAR,,609,JSE
2021/04/09,CORN,Sep,2021,3000,ZAR/Ton,ZAR,92,609,JSE
2021/04/08,CORN,Sep,2021,2915,ZAR/Ton,ZAR,73,647,JSE
2021/04/07,CORN,Sep,2021,2927,ZAR/Ton,ZAR,,698,JSE
2021/04/06,CORN,Sep,2021,2930,ZAR/Ton,ZAR,4,698,JSE
2021/04/01,CORN,Sep,2021,3002,ZAR/Ton,ZAR,9,702,JSE
2021/03/31,CORN,Sep,2021,2811,ZAR/Ton,ZAR,165,700,JSE
2021/03/30,CORN,Sep,2021,2874,ZAR/Ton,ZAR,25,831,JSE
2021/03/29,CORN,Sep,2021,2898,ZAR/Ton,ZAR,,836,JSE
2021/03/26,CORN,Sep,2021,2905,ZAR/Ton,ZAR,3,836,JSE
2021/03/25,CORN,Sep,2021,2894,ZAR/Ton,ZAR,1,833,JSE
2021/03/24,CORN,Sep,2021,2889,ZAR/Ton,ZAR,25,832,JSE
2021/03/23,CORN,Sep,2021,2886,ZAR/Ton,ZAR,7,807,JSE
2021/03/19,CORN,Sep,2021,2877,ZAR/Ton,ZAR,4,808,JSE
2021/03/18,CORN,Sep,2021,2911,ZAR/Ton,ZAR,4,804,JSE
2021/03/17,CORN,Sep,2021,2964,ZAR/Ton,ZAR,46,809,JSE
2021/03/16,CORN,Sep,2021,2953,ZAR/Ton,ZAR,14,771,JSE
2021/03/15,CORN,Sep,2021,2925,ZAR/Ton,ZAR,10,757,JSE
2021/03/12,CORN,Sep,2021,2995,ZAR/Ton,ZAR,46,762,JSE
2021/03/11,CORN,Sep,2021,2998,ZAR/Ton,ZAR,104,732,JSE
2021/03/10,CORN,Sep,2021,3035,ZAR/Ton,ZAR,45,658,JSE
2021/03/09,CORN,Sep,2021,3067,ZAR/Ton,ZAR,55,620,JSE
2021/03/08,CORN,Sep,2021,3119,ZAR/Ton,ZAR,1,568,JSE
2021/03/05,CORN,Sep,2021,3035,ZAR/Ton,ZAR,15,568,JSE
2021/03/04,CORN,Sep,2021,2960,ZAR/Ton,ZAR,,555,JSE
2021/03/03,CORN,Sep,2021,2936,ZAR/Ton,ZAR,20,555,JSE
2021/03/02,CORN,Sep,2021,2928,ZAR/Ton,ZAR,2,544,JSE
