Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2021/22,44,Wheat,RSA Export,ZAMBIA,,3536
2021/22,44,Wheat,RSA Export,ZIMBABWE,,102
2021/22,45,Wheat,Export of Imported Wheat,BOTSWANA,,928
2021/22,45,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,368
2021/22,45,Wheat,RSA Export,BOTSWANA,,1467
2021/22,45,Wheat,RSA Export,LESOTHO,,897
2021/22,45,Wheat,RSA Export,NAMIBIA,,1310
2021/22,45,Wheat,RSA Export,ZAMBIA,,1320
2021/22,45,Wheat,RSA Export,ZIMBABWE,,610
2021/22,46,Wheat,Export of Imported Wheat,BOTSWANA,,37
2021/22,46,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,842
2021/22,46,Wheat,Import for RSA,LITHUANIA,,8961
2021/22,46,Wheat,Import per Harbour,,Cape Town,8961
2021/22,46,Wheat,RSA Export,BOTSWANA,,794
2021/22,46,Wheat,RSA Export,LESOTHO,,706
2021/22,46,Wheat,RSA Export,NAMIBIA,,1006
2021/22,46,Wheat,RSA Export,ZAMBIA,,2724
2021/22,47,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,626
2021/22,47,Wheat,Import for RSA,LITHUANIA,,11045
2021/22,47,Wheat,Import per Harbour,,Cape Town,11045
2021/22,47,Wheat,RSA Export,BOTSWANA,,1950
2021/22,47,Wheat,RSA Export,LESOTHO,,523
2021/22,47,Wheat,RSA Export,NAMIBIA,,1690
2021/22,47,Wheat,RSA Export,ZAMBIA,,48
2021/22,47,Wheat,RSA Export,ZIMBABWE,,1414
2021/22,48,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,73
2021/22,48,Wheat,Import for Other Countries,POLAND,,1233
2021/22,48,Wheat,Import for RSA,AUSTRALIA,,22989
2021/22,48,Wheat,Import for RSA,LITHUANIA,,28661
2021/22,48,Wheat,Import for RSA,POLAND,,2655
2021/22,48,Wheat,Import per Harbour,,Durban,55538
2021/22,48,Wheat,RSA Export,BOTSWANA,,2288
2021/22,48,Wheat,RSA Export,LESOTHO,,287
2021/22,48,Wheat,RSA Export,NAMIBIA,,1846
2021/22,48,Wheat,RSA Export,ZIMBABWE,,1048
2021/22,49,Wheat,Export of Imported Wheat,BOTSWANA,,740
2021/22,49,Wheat,Import for Other Countries,POLAND,,2063
2021/22,49,Wheat,Import for RSA,AUSTRALIA,,31984
2021/22,49,Wheat,Import for RSA,POLAND,,45208
2021/22,49,Wheat,Import per Harbour,,Durban,79255
2021/22,49,Wheat,RSA Export,BOTSWANA,,872
2021/22,49,Wheat,RSA Export,NAMIBIA,,1757
2021/22,49,Wheat,RSA Export,ZIMBABWE,,2898
2021/22,50,Wheat,Export of Imported Wheat,BOTSWANA,,959
2021/22,50,Wheat,RSA Export,BOTSWANA,,649
2021/22,50,Wheat,RSA Export,NAMIBIA,,1999
2021/22,50,Wheat,RSA Export,ZIMBABWE,,5162
2021/22,51,Wheat,Export of Imported Wheat,BOTSWANA,,743
2021/22,51,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,723
2021/22,51,Wheat,Import for RSA,POLAND,,54218
2021/22,51,Wheat,Import per Harbour,,Durban,54218
2021/22,51,Wheat,RSA Export,BOTSWANA,,100
2021/22,51,Wheat,RSA Export,LESOTHO,,191
2021/22,51,Wheat,RSA Export,NAMIBIA,,2764
2021/22,51,Wheat,RSA Export,ZIMBABWE,,4757
2021/22,52,Wheat,Export of Imported Wheat,BOTSWANA,,781
2021/22,52,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,692
2021/22,52,Wheat,RSA Export,BOTSWANA,,163
2021/22,52,Wheat,RSA Export,LESOTHO,,136
2021/22,52,Wheat,RSA Export,NAMIBIA,,1096
2021/22,52,Wheat,RSA Export,ZIMBABWE,,2452
2021/22,53,Wheat,Export of Imported Wheat,BOTSWANA,,73
2021/22,53,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1087
2021/22,53,Wheat,Import for Other Countries,AUSTRALIA,,553
2021/22,53,Wheat,Import for RSA,AUSTRALIA,,13552
2021/22,53,Wheat,Import for RSA,GERMANY,,2732
2021/22,53,Wheat,Import per Harbour,,Cape Town,2732
2021/22,53,Wheat,Import per Harbour,,Durban,14105
2021/22,53,Wheat,RSA Export,BOTSWANA,,884
2021/22,53,Wheat,RSA Export,LESOTHO,,428
2021/22,53,Wheat,RSA Export,NAMIBIA,,2535
2021/22,53,Wheat,RSA Export,ZIMBABWE,,2903
2022/23,1,Wheat,Export of Imported Wheat,BOTSWANA,,70
2022/23,1,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1356
2022/23,1,Wheat,Import for Other Countries,AUSTRALIA,,9878
2022/23,1,Wheat,Import for Other Countries,POLAND,,1630
2022/23,1,Wheat,Import for RSA,AUSTRALIA,,16275
2022/23,1,Wheat,Import for RSA,GERMANY,,17168
2022/23,1,Wheat,Import for RSA,POLAND,,7850
2022/23,1,Wheat,Import per Harbour,,Cape Town,18178
2022/23,1,Wheat,Import per Harbour,,Durban,34623
2022/23,1,Wheat,RSA Export,BOTSWANA,,964
2022/23,1,Wheat,RSA Export,LESOTHO,,458
2022/23,1,Wheat,RSA Export,NAMIBIA,,1744
2022/23,1,Wheat,RSA Export,ZIMBABWE,,915
2022/23,2,Wheat,Export of Imported Wheat,BOTSWANA,,1028
2022/23,2,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,777
2022/23,2,Wheat,Export of Imported Wheat,ZIMBABWE,,2043
2022/23,2,Wheat,Import for Other Countries,LITHUANIA,,5500
2022/23,2,Wheat,Import for Other Countries,POLAND,,6060
2022/23,2,Wheat,Import for RSA,AUSTRALIA,,7330
2022/23,2,Wheat,Import for RSA,GERMANY,,19797
2022/23,2,Wheat,Import for RSA,LITHUANIA,,8813
2022/23,2,Wheat,Import for RSA,POLAND,,39003
2022/23,2,Wheat,Import per Harbour,,Cape Town,7330
2022/23,2,Wheat,Import per Harbour,,Durban,70171
2022/23,2,Wheat,Import per Harbour,,Port Elizabeth,9002
2022/23,2,Wheat,RSA Export,BOTSWANA,,954
2022/23,2,Wheat,RSA Export,LESOTHO,,1449
2022/23,2,Wheat,RSA Export,NAMIBIA,,1753
2022/23,2,Wheat,RSA Export,ZIMBABWE,,370
2022/23,3,Wheat,Export of Imported Wheat,BOTSWANA,,1033
2022/23,3,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1255
2022/23,3,Wheat,Export of Imported Wheat,LESOTHO,,2581
2022/23,3,Wheat,Export of Imported Wheat,ZIMBABWE,,859
2022/23,3,Wheat,Import for Other Countries,GERMANY,,3276
2022/23,3,Wheat,Import for Other Countries,LITHUANIA,,3459
2022/23,3,Wheat,Import for RSA,GERMANY,,7185
2022/23,3,Wheat,Import for RSA,LITHUANIA,,9272
2022/23,3,Wheat,Import per Harbour,,Durban,23192
2022/23,3,Wheat,RSA Export,BOTSWANA,,1025
2022/23,3,Wheat,RSA Export,ESWATINI (SWAZILAND),,34
2022/23,3,Wheat,RSA Export,LESOTHO,,807
2022/23,3,Wheat,RSA Export,NAMIBIA,,1024
2022/23,3,Wheat,RSA Export,ZIMBABWE,,601
2022/23,4,Wheat,Export of Imported Wheat,BOTSWANA,,144
2022/23,4,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2074
2022/23,4,Wheat,Export of Imported Wheat,LESOTHO,,2033
2022/23,4,Wheat,Export of Imported Wheat,ZIMBABWE,,1238
2022/23,4,Wheat,Import for Other Countries,GERMANY,,15021
2022/23,4,Wheat,Import for RSA,GERMANY,,25382
2022/23,4,Wheat,Import for RSA,LATVIA,,1995
2022/23,4,Wheat,Import per Harbour,,Durban,42398
2022/23,4,Wheat,RSA Export,BOTSWANA,,1340
2022/23,4,Wheat,RSA Export,ESWATINI (SWAZILAND),,35
2022/23,4,Wheat,RSA Export,LESOTHO,,909
2022/23,4,Wheat,RSA Export,NAMIBIA,,992
2022/23,4,Wheat,RSA Export,ZIMBABWE,,727
2022/23,5,Wheat,Export of Imported Wheat,BOTSWANA,,104
2022/23,5,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1076
2022/23,5,Wheat,Export of Imported Wheat,LESOTHO,,1743
2022/23,5,Wheat,Export of Imported Wheat,ZIMBABWE,,2881
2022/23,5,Wheat,Import for RSA,LATVIA,,52930
2022/23,5,Wheat,Import per Harbour,,Durban,52930
2022/23,5,Wheat,RSA Export,BOTSWANA,,1442
2022/23,5,Wheat,RSA Export,LESOTHO,,965
2022/23,5,Wheat,RSA Export,NAMIBIA,,521
2022/23,5,Wheat,RSA Export,ZIMBABWE,,580
2022/23,6,Wheat,Export of Imported Wheat,BOTSWANA,,788
2022/23,6,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,810
2022/23,6,Wheat,Export of Imported Wheat,LESOTHO,,4004
2022/23,6,Wheat,Export of Imported Wheat,ZIMBABWE,,377
2022/23,6,Wheat,Import for Other Countries,GERMANY,,3004
2022/23,6,Wheat,Import for Other Countries,LATVIA,,13668
2022/23,6,Wheat,Import for RSA,GERMANY,,47917
2022/23,6,Wheat,Import for RSA,LATVIA,,4075
2022/23,6,Wheat,Import per Harbour,,Durban,68664
2022/23,6,Wheat,RSA Export,BOTSWANA,,1321
2022/23,6,Wheat,RSA Export,ESWATINI (SWAZILAND),,35
2022/23,6,Wheat,RSA Export,LESOTHO,,827
2022/23,6,Wheat,RSA Export,NAMIBIA,,189
2022/23,6,Wheat,RSA Export,ZIMBABWE,,215
2022/23,7,Wheat,Export of Imported Wheat,BOTSWANA,,896
2022/23,7,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1028
2022/23,7,Wheat,Export of Imported Wheat,LESOTHO,,3498
2022/23,7,Wheat,Export of Imported Wheat,ZIMBABWE,,316
2022/23,7,Wheat,Import for Other Countries,LATVIA,,8445
2022/23,7,Wheat,Import for RSA,LATVIA,,17832
2022/23,7,Wheat,Import for RSA,RUSSIAN FEDERATION,,19754
2022/23,7,Wheat,Import per Harbour,,Durban,46031
2022/23,7,Wheat,RSA Export,BOTSWANA,,814
2022/23,7,Wheat,RSA Export,LESOTHO,,364
2022/23,7,Wheat,RSA Export,NAMIBIA,,453
2022/23,7,Wheat,RSA Export,ZIMBABWE,,1459
2022/23,8,Wheat,Export of Imported Wheat,BOTSWANA,,675
2022/23,8,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1581
2022/23,8,Wheat,Export of Imported Wheat,LESOTHO,,3692
2022/23,8,Wheat,Import for RSA,RUSSIAN FEDERATION,,34539
2022/23,8,Wheat,Import per Harbour,,Durban,34539
2022/23,8,Wheat,RSA Export,BOTSWANA,,439
2022/23,8,Wheat,RSA Export,NAMIBIA,,379
2022/23,8,Wheat,RSA Export,ZIMBABWE,,1403
2022/23,9,Wheat,Export of Imported Wheat,BOTSWANA,,789
2022/23,9,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1136
2022/23,9,Wheat,Export of Imported Wheat,LESOTHO,,2928
2022/23,9,Wheat,Import for RSA,RUSSIAN FEDERATION,,9797
2022/23,9,Wheat,Import per Harbour,,Durban,9797
2022/23,9,Wheat,RSA Export,BOTSWANA,,760
2022/23,9,Wheat,RSA Export,NAMIBIA,,342
2022/23,9,Wheat,RSA Export,ZIMBABWE,,1672
2022/23,10,Wheat,Export of Imported Wheat,BOTSWANA,,213
2022/23,10,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1696
2022/23,10,Wheat,Export of Imported Wheat,LESOTHO,,3387
2022/23,10,Wheat,Import for RSA,RUSSIAN FEDERATION,,25735
2022/23,10,Wheat,Import for RSA,UNITED STATES,,10884
2022/23,10,Wheat,Import per Harbour,,Durban,36619
2022/23,10,Wheat,RSA Export,BOTSWANA,,1480
2022/23,10,Wheat,RSA Export,NAMIBIA,,229
2022/23,10,Wheat,RSA Export,ZIMBABWE,,1548
2022/23,11,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,256
2022/23,11,Wheat,Export of Imported Wheat,LESOTHO,,1930
2022/23,11,Wheat,RSA Export,BOTSWANA,,1620
2022/23,11,Wheat,RSA Export,NAMIBIA,,529
2022/23,11,Wheat,RSA Export,ZIMBABWE,,1951
2022/23,12,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1069
2022/23,12,Wheat,Export of Imported Wheat,LESOTHO,,5999
2022/23,12,Wheat,RSA Export,BOTSWANA,,1744
2022/23,12,Wheat,RSA Export,NAMIBIA,,460
2022/23,12,Wheat,RSA Export,ZIMBABWE,,1963
2022/23,13,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,698
2022/23,13,Wheat,Export of Imported Wheat,LESOTHO,,952
2022/23,13,Wheat,RSA Export,BOTSWANA,,198
2022/23,13,Wheat,RSA Export,ZIMBABWE,,1276
2022/23,14,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,404
2022/23,14,Wheat,Export of Imported Wheat,LESOTHO,,1267
2022/23,14,Wheat,Export of Imported Wheat,ZIMBABWE,,167
2022/23,14,Wheat,Import for RSA,ARGENTINA,,1184
2022/23,14,Wheat,Import for RSA,BRAZIL,,12673
2022/23,14,Wheat,Import per Harbour,,Durban,13857
2022/23,14,Wheat,RSA Export,BOTSWANA,,2340
2022/23,14,Wheat,RSA Export,NAMIBIA,,661
2022/23,14,Wheat,RSA Export,ZIMBABWE,,1643
2022/23,15,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,692
2022/23,15,Wheat,Export of Imported Wheat,LESOTHO,,2386
2022/23,15,Wheat,Export of Imported Wheat,ZIMBABWE,,166
2022/23,15,Wheat,Import for Other Countries,ARGENTINA,,4725
2022/23,15,Wheat,Import for RSA,ARGENTINA,,32535
2022/23,15,Wheat,Import for RSA,BRAZIL,,27261
2022/23,15,Wheat,Import per Harbour,,Durban,64521
2022/23,15,Wheat,RSA Export,BOTSWANA,,2993
2022/23,15,Wheat,RSA Export,NAMIBIA,,883
2022/23,15,Wheat,RSA Export,ZIMBABWE,,3225
2022/23,16,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,184
2022/23,16,Wheat,Export of Imported Wheat,LESOTHO,,1154
2022/23,16,Wheat,Export of Imported Wheat,ZIMBABWE,,32
2022/23,16,Wheat,Import for RSA,BRAZIL,,44340
2022/23,16,Wheat,Import per Harbour,,Durban,44340
2022/23,16,Wheat,RSA Export,BOTSWANA,,2822
2022/23,16,Wheat,RSA Export,ESWATINI (SWAZILAND),,188
2022/23,16,Wheat,RSA Export,NAMIBIA,,1441
2022/23,16,Wheat,RSA Export,ZIMBABWE,,1941
2022/23,17,Wheat,Export of Imported Wheat,LESOTHO,,397
2022/23,17,Wheat,Export of Imported Wheat,ZIMBABWE,,132
2022/23,17,Wheat,RSA Export,BOTSWANA,,1773
2022/23,17,Wheat,RSA Export,ESWATINI (SWAZILAND),,442
2022/23,17,Wheat,RSA Export,NAMIBIA,,2591
2022/23,17,Wheat,RSA Export,ZIMBABWE,,2178
2022/23,18,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,295
2022/23,18,Wheat,Export of Imported Wheat,LESOTHO,,24
2022/23,18,Wheat,Import for RSA,BRAZIL,,15660
2022/23,18,Wheat,Import per Harbour,,Durban,15660
2022/23,18,Wheat,RSA Export,BOTSWANA,,2647
2022/23,18,Wheat,RSA Export,ESWATINI (SWAZILAND),,474
2022/23,18,Wheat,RSA Export,NAMIBIA,,878
2022/23,18,Wheat,RSA Export,ZIMBABWE,,2201
2022/23,19,Wheat,Import for RSA,BRAZIL,,35899
2022/23,19,Wheat,Import per Harbour,,Durban,35899
2022/23,19,Wheat,RSA Export,BOTSWANA,,3379
2022/23,19,Wheat,RSA Export,NAMIBIA,,643
2022/23,19,Wheat,RSA Export,ZIMBABWE,,1312
2022/23,20,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,699
2022/23,20,Wheat,Export of Imported Wheat,ZIMBABWE,,165
2022/23,20,Wheat,RSA Export,BOTSWANA,,2559
2022/23,20,Wheat,RSA Export,ESWATINI (SWAZILAND),,594
2022/23,20,Wheat,RSA Export,NAMIBIA,,582
2022/23,20,Wheat,RSA Export,ZIMBABWE,,2016
2022/23,21,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,444
2022/23,21,Wheat,Export of Imported Wheat,ZIMBABWE,,132
2022/23,21,Wheat,Import for RSA,UNITED STATES,,7663
2022/23,21,Wheat,Import per Harbour,,Durban,7663
2022/23,21,Wheat,RSA Export,BOTSWANA,,2897
2022/23,21,Wheat,RSA Export,ESWATINI (SWAZILAND),,1069
2022/23,21,Wheat,RSA Export,NAMIBIA,,513
2022/23,21,Wheat,RSA Export,ZAMBIA,,1783
2022/23,21,Wheat,RSA Export,ZIMBABWE,,2643
2022/23,22,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,652
2022/23,22,Wheat,Export of Imported Wheat,ZIMBABWE,,381
2022/23,22,Wheat,Import for RSA,POLAND,,10424
2022/23,22,Wheat,Import per Harbour,,Durban,10424
2022/23,22,Wheat,RSA Export,BOTSWANA,,2687
2022/23,22,Wheat,RSA Export,ESWATINI (SWAZILAND),,297
2022/23,22,Wheat,RSA Export,LESOTHO,,191
2022/23,22,Wheat,RSA Export,NAMIBIA,,76
2022/23,22,Wheat,RSA Export,ZAMBIA,,660
2022/23,22,Wheat,RSA Export,ZIMBABWE,,4877
2022/23,23,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,441
2022/23,23,Wheat,Export of Imported Wheat,ZIMBABWE,,70
