Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2023/24,52,Wheat,Import for RSA,LITHUANIA,,39575
2023/24,52,Wheat,Import for RSA,RUSSIAN FEDERATION,,50402
2023/24,52,Wheat,Import for RSA,UNITED STATES,,8672
2023/24,52,Wheat,Import per Harbour,,Durban,116762
2023/24,52,Wheat,RSA Export,BOTSWANA,,223
2023/24,52,Wheat,RSA Export,NAMIBIA,,676
2023/24,52,Wheat,RSA Export,ZAMBIA,,2599
2023/24,52,Wheat,RSA Export,ZIMBABWE,,799
2024/25,1,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,617
2024/25,1,Wheat,Export of Imported Wheat,ZIMBABWE,,2486
2024/25,1,Wheat,Import for RSA,LITHUANIA,,5296
2024/25,1,Wheat,Import per Harbour,,Durban,5296
2024/25,1,Wheat,RSA Export,BOTSWANA,,413
2024/25,1,Wheat,RSA Export,NAMIBIA,,110
2024/25,1,Wheat,RSA Export,ZAMBIA,,547
2024/25,1,Wheat,RSA Export,ZIMBABWE,,526
2024/25,2,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,662
2024/25,2,Wheat,Export of Imported Wheat,ZIMBABWE,,2464
2024/25,2,Wheat,Import for RSA,LITHUANIA,,54967
2024/25,2,Wheat,Import per Harbour,,Durban,47861
2024/25,2,Wheat,Import per Harbour,,East London,7106
2024/25,2,Wheat,RSA Export,BOTSWANA,,658
2024/25,2,Wheat,RSA Export,NAMIBIA,,851
2024/25,2,Wheat,RSA Export,ZAMBIA,,373
2024/25,2,Wheat,RSA Export,ZIMBABWE,,274
2024/25,3,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1636
2024/25,3,Wheat,Export of Imported Wheat,ZIMBABWE,,6515
2024/25,3,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,9847
2024/25,3,Wheat,Import for RSA,CANADA,,19966
2024/25,3,Wheat,Import for RSA,RUSSIAN FEDERATION,,44099
2024/25,3,Wheat,Import per Harbour,,Cape Town,19966
2024/25,3,Wheat,Import per Harbour,,Durban,53946
2024/25,3,Wheat,RSA Export,BOTSWANA,,183
2024/25,3,Wheat,RSA Export,NAMIBIA,,519
2024/25,3,Wheat,RSA Export,ZAMBIA,,618
2024/25,3,Wheat,RSA Export,ZIMBABWE,,382
2024/25,4,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2156
2024/25,4,Wheat,Import for Other Countries,LATVIA,,1002
2024/25,4,Wheat,Import for RSA,CANADA,,3151
2024/25,4,Wheat,Import for RSA,LATVIA,,14513
2024/25,4,Wheat,Import per Harbour,,Durban,15515
2024/25,4,Wheat,Import per Harbour,,Port Elizabeth,3151
2024/25,4,Wheat,RSA Export,BOTSWANA,,329
2024/25,4,Wheat,RSA Export,NAMIBIA,,400
2024/25,4,Wheat,RSA Export,ZIMBABWE,,756
2024/25,5,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1526
2024/25,5,Wheat,Import for Other Countries,LATVIA,,2336
2024/25,5,Wheat,Import for RSA,CANADA,,30988
2024/25,5,Wheat,Import for RSA,LATVIA,,15624
2024/25,5,Wheat,Import per Harbour,,Durban,44082
2024/25,5,Wheat,Import per Harbour,,Port Elizabeth,4866
2024/25,5,Wheat,RSA Export,BOTSWANA,,224
2024/25,5,Wheat,RSA Export,NAMIBIA,,258
2024/25,5,Wheat,RSA Export,ZIMBABWE,,934
2024/25,6,Wheat,Export of Imported Wheat,BOTSWANA,,1141
2024/25,6,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1551
2024/25,6,Wheat,Export of Imported Wheat,LESOTHO,,501
2024/25,6,Wheat,Import for Other Countries,LITHUANIA,,18756
2024/25,6,Wheat,Import for RSA,LITHUANIA,,5384
2024/25,6,Wheat,Import for RSA,POLAND,,5001
2024/25,6,Wheat,Import for RSA,RUSSIAN FEDERATION,,26349
2024/25,6,Wheat,Import per Harbour,,Cape Town,5001
2024/25,6,Wheat,Import per Harbour,,Durban,50489
2024/25,6,Wheat,RSA Export,ZIMBABWE,,103
2024/25,7,Wheat,Export of Imported Wheat,BOTSWANA,,2475
2024/25,7,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1189
2024/25,7,Wheat,Export of Imported Wheat,LESOTHO,,2912
2024/25,7,Wheat,Import for Other Countries,POLAND,,1556
2024/25,7,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,4265
2024/25,7,Wheat,Import for RSA,POLAND,,19975
2024/25,7,Wheat,Import for RSA,RUSSIAN FEDERATION,,24310
2024/25,7,Wheat,Import per Harbour,,Durban,50106
2024/25,7,Wheat,RSA Export,ZIMBABWE,,576
2024/25,8,Wheat,Export of Imported Wheat,BOTSWANA,,3014
2024/25,8,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1746
2024/25,8,Wheat,Export of Imported Wheat,LESOTHO,,1996
2024/25,8,Wheat,Import for Other Countries,POLAND,,3449
2024/25,8,Wheat,Import for RSA,POLAND,,16277
2024/25,8,Wheat,Import per Harbour,,Durban,19726
2024/25,8,Wheat,RSA Export,NAMIBIA,,221
2024/25,8,Wheat,RSA Export,ZIMBABWE,,543
2024/25,9,Wheat,Export of Imported Wheat,BOTSWANA,,4690
2024/25,9,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1258
2024/25,9,Wheat,Export of Imported Wheat,LESOTHO,,821
2024/25,9,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,213
2024/25,9,Wheat,Import for RSA,RUSSIAN FEDERATION,,32233
2024/25,9,Wheat,Import per Harbour,,Durban,31895
2024/25,9,Wheat,RSA Export,BOTSWANA,,243
2024/25,9,Wheat,RSA Export,ZIMBABWE,,684
2024/25,10,Wheat,Export of Imported Wheat,BOTSWANA,,4434
2024/25,10,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,3138
2024/25,10,Wheat,Export of Imported Wheat,LESOTHO,,391
2024/25,10,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,2795
2024/25,10,Wheat,Import for RSA,RUSSIAN FEDERATION,,44186
2024/25,10,Wheat,Import per Harbour,,Durban,46834
2024/25,10,Wheat,RSA Export,BOTSWANA,,104
2024/25,10,Wheat,RSA Export,LESOTHO,,592
2024/25,10,Wheat,RSA Export,ZIMBABWE,,840
2024/25,11,Wheat,Export of Imported Wheat,BOTSWANA,,3447
2024/25,11,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1738
2024/25,11,Wheat,Export of Imported Wheat,LESOTHO,,314
2024/25,11,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,7179
2024/25,11,Wheat,Import for RSA,RUSSIAN FEDERATION,,51127
2024/25,11,Wheat,Import per Harbour,,Durban,57798
2024/25,11,Wheat,RSA Export,BOTSWANA,,142
2024/25,11,Wheat,RSA Export,LESOTHO,,1769
2024/25,11,Wheat,RSA Export,ZIMBABWE,,944
2024/25,12,Wheat,Export of Imported Wheat,BOTSWANA,,2445
2024/25,12,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1385
2024/25,12,Wheat,Export of Imported Wheat,LESOTHO,,521
2024/25,12,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,3966
2024/25,12,Wheat,Import for RSA,RUSSIAN FEDERATION,,25607
2024/25,12,Wheat,Import per Harbour,,Durban,28964
2024/25,12,Wheat,RSA Export,LESOTHO,,413
2024/25,12,Wheat,RSA Export,ZIMBABWE,,1362
2024/25,13,Wheat,Export of Imported Wheat,BOTSWANA,,147
2024/25,13,Wheat,Export of Imported Wheat,LESOTHO,,35
2024/25,13,Wheat,RSA Export,LESOTHO,,58
2024/25,13,Wheat,RSA Export,ZIMBABWE,,840
2024/25,14,Wheat,Export of Imported Wheat,BOTSWANA,,174
2024/25,14,Wheat,Export of Imported Wheat,LESOTHO,,38
2024/25,14,Wheat,RSA Export,BOTSWANA,,207
2024/25,14,Wheat,RSA Export,ZIMBABWE,,492
2024/25,15,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,720
2024/25,15,Wheat,Export of Imported Wheat,LESOTHO,,1657
2024/25,15,Wheat,RSA Export,LESOTHO,,140
2024/25,15,Wheat,RSA Export,ZIMBABWE,,1788
2024/25,16,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1260
2024/25,16,Wheat,Export of Imported Wheat,LESOTHO,,1560
2024/25,16,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,8518
2024/25,16,Wheat,Import for RSA,RUSSIAN FEDERATION,,17316
2024/25,16,Wheat,Import per Harbour,,Durban,25064
2024/25,16,Wheat,RSA Export,BOTSWANA,,1110
2024/25,16,Wheat,RSA Export,ZIMBABWE,,4435
2024/25,17,Wheat,Export of Imported Wheat,BOTSWANA,,216
2024/25,17,Wheat,Export of Imported Wheat,LESOTHO,,3135
2024/25,17,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,36
2024/25,17,Wheat,Import for RSA,LATVIA,,6140
2024/25,17,Wheat,Import for RSA,RUSSIAN FEDERATION,,22160
2024/25,17,Wheat,Import per Harbour,,Cape Town,6140
2024/25,17,Wheat,Import per Harbour,,Durban,21939
2024/25,17,Wheat,RSA Export,ZIMBABWE,,2568
2024/25,18,Wheat,Export of Imported Wheat,BOTSWANA,,970
2024/25,18,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2268
2024/25,18,Wheat,Export of Imported Wheat,LESOTHO,,607
2024/25,18,Wheat,Import for Other Countries,ROMANIA,,12939
2024/25,18,Wheat,Import for RSA,LATVIA,,18625
2024/25,18,Wheat,Import for RSA,ROMANIA,,3284
2024/25,18,Wheat,Import for RSA,RUSSIAN FEDERATION,,10985
2024/25,18,Wheat,Import per Harbour,,Cape Town,18625
2024/25,18,Wheat,Import per Harbour,,Durban,26412
2024/25,18,Wheat,RSA Export,BOTSWANA,,961
2024/25,18,Wheat,RSA Export,NAMIBIA,,183
2024/25,18,Wheat,RSA Export,ZIMBABWE,,2760
2024/25,19,Wheat,Export of Imported Wheat,BOTSWANA,,1302
2024/25,19,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,356
2024/25,19,Wheat,Export of Imported Wheat,ZIMBABWE,,1594
2024/25,19,Wheat,Import for RSA,LATVIA,,5371
2024/25,19,Wheat,Import for RSA,ROMANIA,,405
2024/25,19,Wheat,Import for RSA,RUSSIAN FEDERATION,,6415
2024/25,19,Wheat,Import per Harbour,,Cape Town,5235
2024/25,19,Wheat,Import per Harbour,,Durban,6713
2024/25,19,Wheat,RSA Export,BOTSWANA,,914
2024/25,19,Wheat,RSA Export,LESOTHO,,493
2024/25,19,Wheat,RSA Export,NAMIBIA,,224
2024/25,19,Wheat,RSA Export,ZIMBABWE,,2253
2024/25,20,Wheat,Export of Imported Wheat,BOTSWANA,,251
2024/25,20,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,900
2024/25,20,Wheat,Export of Imported Wheat,ZIMBABWE,,3371
2024/25,20,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,7975
2024/25,20,Wheat,Import for RSA,LATVIA,,23405
2024/25,20,Wheat,Import for RSA,ROMANIA,,36625
2024/25,20,Wheat,Import for RSA,RUSSIAN FEDERATION,,25560
2024/25,20,Wheat,Import per Harbour,,Durban,92741
2024/25,20,Wheat,RSA Export,BOTSWANA,,1732
2024/25,20,Wheat,RSA Export,LESOTHO,,485
2024/25,20,Wheat,RSA Export,NAMIBIA,,338
2024/25,20,Wheat,RSA Export,ZAMBIA,,1672
2024/25,20,Wheat,RSA Export,ZIMBABWE,,3821
2024/25,21,Wheat,Export of Imported Wheat,BOTSWANA,,901
2024/25,21,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2697
2024/25,21,Wheat,Export of Imported Wheat,ZIMBABWE,,175
2024/25,21,Wheat,Import for Other Countries,AUSTRALIA,,3446
2024/25,21,Wheat,Import for Other Countries,RUSSIAN FEDERATION,,9943
2024/25,21,Wheat,Import for RSA,AUSTRALIA,,2560
2024/25,21,Wheat,Import for RSA,RUSSIAN FEDERATION,,26886
2024/25,21,Wheat,Import per Harbour,,Durban,42221
2024/25,21,Wheat,RSA Export,BOTSWANA,,1825
2024/25,21,Wheat,RSA Export,LESOTHO,,898
2024/25,21,Wheat,RSA Export,NAMIBIA,,77
2024/25,21,Wheat,RSA Export,ZAMBIA,,1526
2024/25,21,Wheat,RSA Export,ZIMBABWE,,4686
2024/25,22,Wheat,Export of Imported Wheat,BOTSWANA,,1198
2024/25,22,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2193
2024/25,22,Wheat,Export of Imported Wheat,LESOTHO,,869
2024/25,22,Wheat,Export of Imported Wheat,ZIMBABWE,,2481
2024/25,22,Wheat,Import for Other Countries,LITHUANIA,,14713
2024/25,22,Wheat,Import for RSA,LITHUANIA,,39536
2024/25,22,Wheat,Import for RSA,RUSSIAN FEDERATION,,1317
2024/25,22,Wheat,Import per Harbour,,Durban,55563
2024/25,22,Wheat,RSA Export,BOTSWANA,,1954
2024/25,22,Wheat,RSA Export,LESOTHO,,135
2024/25,22,Wheat,RSA Export,ZAMBIA,,1584
2024/25,22,Wheat,RSA Export,ZIMBABWE,,4680
2024/25,23,Wheat,Export of Imported Wheat,BOTSWANA,,1293
2024/25,23,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2604
2024/25,23,Wheat,Export of Imported Wheat,LESOTHO,,690
2024/25,23,Wheat,Export of Imported Wheat,ZIMBABWE,,3380
2024/25,23,Wheat,Import for Other Countries,AUSTRALIA,,6558
2024/25,23,Wheat,Import for Other Countries,LITHUANIA,,4790
2024/25,23,Wheat,Import for RSA,AUSTRALIA,,17981
2024/25,23,Wheat,Import for RSA,LITHUANIA,,31284
2024/25,23,Wheat,Import for RSA,RUSSIAN FEDERATION,,109
2024/25,23,Wheat,Import per Harbour,,Durban,60613
2024/25,23,Wheat,RSA Export,BOTSWANA,,1758
2024/25,23,Wheat,RSA Export,LESOTHO,,1043
2024/25,23,Wheat,RSA Export,NAMIBIA,,416
2024/25,23,Wheat,RSA Export,ZIMBABWE,,702
2024/25,24,Wheat,Export of Imported Wheat,BOTSWANA,,2357
2024/25,24,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1464
2024/25,24,Wheat,Export of Imported Wheat,LESOTHO,,491
2024/25,24,Wheat,Export of Imported Wheat,ZIMBABWE,,2060
2024/25,24,Wheat,Import for Other Countries,LITHUANIA,,3485
2024/25,24,Wheat,Import for RSA,AUSTRALIA,,11571
2024/25,24,Wheat,Import for RSA,LITHUANIA,,25325
2024/25,24,Wheat,Import for RSA,POLAND,,6733
2024/25,24,Wheat,Import for RSA,RUSSIAN FEDERATION,,542
2024/25,24,Wheat,Import per Harbour,,Durban,45038
2024/25,24,Wheat,Import per Harbour,,East London,2076
2024/25,24,Wheat,RSA Export,BOTSWANA,,71
2024/25,24,Wheat,RSA Export,LESOTHO,,1050
2024/25,24,Wheat,RSA Export,NAMIBIA,,262
2024/25,24,Wheat,RSA Export,ZAMBIA,,126
2024/25,24,Wheat,RSA Export,ZIMBABWE,,662
2024/25,25,Wheat,Export of Imported Wheat,BOTSWANA,,3249
2024/25,25,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1003
2024/25,25,Wheat,Export of Imported Wheat,LESOTHO,,773
2024/25,25,Wheat,Export of Imported Wheat,ZIMBABWE,,2477
2024/25,25,Wheat,Import for Other Countries,POLAND,,1983
2024/25,25,Wheat,Import for RSA,AUSTRALIA,,3912
2024/25,25,Wheat,Import for RSA,LITHUANIA,,15372
2024/25,25,Wheat,Import for RSA,POLAND,,44340
2024/25,25,Wheat,Import for RSA,RUSSIAN FEDERATION,,221
2024/25,25,Wheat,Import per Harbour,,Durban,61695
2024/25,25,Wheat,Import per Harbour,,East London,3912
2024/25,25,Wheat,RSA Export,BOTSWANA,,737
2024/25,25,Wheat,RSA Export,LESOTHO,,1160
2024/25,25,Wheat,RSA Export,NAMIBIA,,267
2024/25,25,Wheat,RSA Export,ZAMBIA,,1672
2024/25,25,Wheat,RSA Export,ZIMBABWE,,1396
2024/25,26,Wheat,Export of Imported Wheat,BOTSWANA,,4486
2024/25,26,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,3076
2024/25,26,Wheat,Export of Imported Wheat,LESOTHO,,533
2024/25,26,Wheat,Import for Other Countries,LITHUANIA,,15791
2024/25,26,Wheat,Import for RSA,AUSTRALIA,,5946
2024/25,26,Wheat,Import for RSA,LITHUANIA,,13846
2024/25,26,Wheat,Import for RSA,RUSSIAN FEDERATION,,326
2024/25,26,Wheat,Import per Harbour,,Cape Town,5946
2024/25,26,Wheat,Import per Harbour,,Durban,29637
2024/25,26,Wheat,RSA Export,BOTSWANA,,946
2024/25,26,Wheat,RSA Export,LESOTHO,,1388
2024/25,26,Wheat,RSA Export,NAMIBIA,,153
2024/25,26,Wheat,RSA Export,ZAMBIA,,303
2024/25,26,Wheat,RSA Export,ZIMBABWE,,4596
2024/25,27,Wheat,Export of Imported Wheat,BOTSWANA,,4935
2024/25,27,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1613
2024/25,27,Wheat,Export of Imported Wheat,LESOTHO,,852
2024/25,27,Wheat,Export of Imported Wheat,ZIMBABWE,,2221
2024/25,27,Wheat,Import for Other Countries,AUSTRALIA,,2969
2024/25,27,Wheat,Import for RSA,AUSTRALIA,,19062
2024/25,27,Wheat,Import for RSA,LITHUANIA,,3327
2024/25,27,Wheat,Import for RSA,RUSSIAN FEDERATION,,35
2024/25,27,Wheat,Import per Harbour,,Durban,25358
2024/25,27,Wheat,RSA Export,BOTSWANA,,316
2024/25,27,Wheat,RSA Export,LESOTHO,,1138
2024/25,27,Wheat,RSA Export,NAMIBIA,,420
2024/25,27,Wheat,RSA Export,ZAMBIA,,3290
2024/25,27,Wheat,RSA Export,ZIMBABWE,,3602
2024/25,28,Wheat,Export of Imported Wheat,BOTSWANA,,4213
2024/25,28,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1537
2024/25,28,Wheat,Export of Imported Wheat,LESOTHO,,843
2024/25,28,Wheat,Export of Imported Wheat,ZAMBIA,,243
2024/25,28,Wheat,Export of Imported Wheat,ZIMBABWE,,556
2024/25,28,Wheat,Import for RSA,CANADA,,29360
2024/25,28,Wheat,Import per Harbour,,Cape Town,15258
2024/25,28,Wheat,Import per Harbour,,Durban,14102
2024/25,28,Wheat,RSA Export,BOTSWANA,,386
2024/25,28,Wheat,RSA Export,LESOTHO,,676
2024/25,28,Wheat,RSA Export,NAMIBIA,,759
2024/25,28,Wheat,RSA Export,ZAMBIA,,6332
2024/25,28,Wheat,RSA Export,ZIMBABWE,,618
2024/25,29,Wheat,Export of Imported Wheat,BOTSWANA,,1274
2024/25,29,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,540
2024/25,29,Wheat,Export of Imported Wheat,LESOTHO,,1557
2024/25,29,Wheat,Export of Imported Wheat,ZAMBIA,,175
2024/25,29,Wheat,Export of Imported Wheat,ZIMBABWE,,1734
2024/25,29,Wheat,Import for RSA,ARGENTINA,,27404
2024/25,29,Wheat,Import for RSA,CANADA,,27618
2024/25,29,Wheat,Import per Harbour,,Cape Town,14755
2024/25,29,Wheat,Import per Harbour,,Durban,40267
2024/25,29,Wheat,RSA Export,BOTSWANA,,354
2024/25,29,Wheat,RSA Export,LESOTHO,,881
2024/25,29,Wheat,RSA Export,ZAMBIA,,4351
2024/25,29,Wheat,RSA Export,ZIMBABWE,,721
2024/25,30,Wheat,Export of Imported Wheat,BOTSWANA,,1674
2024/25,30,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,180
2024/25,30,Wheat,Export of Imported Wheat,LESOTHO,,1280
2024/25,30,Wheat,Export of Imported Wheat,ZIMBABWE,,2691
2024/25,30,Wheat,Import for RSA,CANADA,,24793
2024/25,30,Wheat,Import per Harbour,,Durban,24793
2024/25,30,Wheat,RSA Export,BOTSWANA,,631
2024/25,30,Wheat,RSA Export,LESOTHO,,1590
2024/25,30,Wheat,RSA Export,ZAMBIA,,4621
2024/25,30,Wheat,RSA Export,ZIMBABWE,,483
2024/25,31,Wheat,Export of Imported Wheat,BOTSWANA,,1216
2024/25,31,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1468
2024/25,31,Wheat,Export of Imported Wheat,LESOTHO,,812
2024/25,31,Wheat,Export of Imported Wheat,ZAMBIA,,69
2024/25,31,Wheat,Export of Imported Wheat,ZIMBABWE,,2256
2024/25,31,Wheat,Import for Other Countries,AUSTRALIA,,14974
2024/25,31,Wheat,Import for RSA,AUSTRALIA,,27707
2024/25,31,Wheat,Import per Harbour,,Durban,42681
2024/25,31,Wheat,RSA Export,BOTSWANA,,311
2024/25,31,Wheat,RSA Export,LESOTHO,,277
2024/25,31,Wheat,RSA Export,ZAMBIA,,3183
2024/25,31,Wheat,RSA Export,ZIMBABWE,,1090
2024/25,32,Wheat,Export of Imported Wheat,BOTSWANA,,1441
2024/25,32,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,558
2024/25,32,Wheat,Export of Imported Wheat,LESOTHO,,70
2024/25,32,Wheat,Export of Imported Wheat,ZAMBIA,,245
2024/25,32,Wheat,Export of Imported Wheat,ZIMBABWE,,4735
2024/25,32,Wheat,Import for Other Countries,AUSTRALIA,,13938
2024/25,32,Wheat,Import for RSA,AUSTRALIA,,39982
2024/25,32,Wheat,Import per Harbour,,Durban,53920
2024/25,32,Wheat,RSA Export,BOTSWANA,,426
2024/25,32,Wheat,RSA Export,LESOTHO,,900
2024/25,32,Wheat,RSA Export,ZAMBIA,,3121
2024/25,32,Wheat,RSA Export,ZIMBABWE,,3359
2024/25,33,Wheat,Export of Imported Wheat,BOTSWANA,,2207
2024/25,33,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2311
2024/25,33,Wheat,Export of Imported Wheat,LESOTHO,,107
2024/25,33,Wheat,Export of Imported Wheat,ZAMBIA,,137
2024/25,33,Wheat,Export of Imported Wheat,ZIMBABWE,,4465
2024/25,33,Wheat,Import for RSA,AUSTRALIA,,51480
2024/25,33,Wheat,Import for RSA,UNITED STATES,,6705
2024/25,33,Wheat,Import per Harbour,,Cape Town,18607
2024/25,33,Wheat,Import per Harbour,,Durban,39578
2024/25,33,Wheat,RSA Export,BOTSWANA,,912
2024/25,33,Wheat,RSA Export,LESOTHO,,1472
2024/25,33,Wheat,RSA Export,NAMIBIA,,76
2024/25,33,Wheat,RSA Export,ZAMBIA,,2055
2024/25,33,Wheat,RSA Export,ZIMBABWE,,2166
2024/25,34,Wheat,Export of Imported Wheat,BOTSWANA,,2814
2024/25,34,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2506
2024/25,34,Wheat,Export of Imported Wheat,ZAMBIA,,100
2024/25,34,Wheat,Export of Imported Wheat,ZIMBABWE,,1213
2024/25,34,Wheat,Import for RSA,AUSTRALIA,,4420
2024/25,34,Wheat,Import for RSA,UNITED STATES,,4300
2024/25,34,Wheat,Import per Harbour,,Cape Town,4420
2024/25,34,Wheat,Import per Harbour,,Durban,4300
2024/25,34,Wheat,RSA Export,BOTSWANA,,312
2024/25,34,Wheat,RSA Export,LESOTHO,,311
2024/25,34,Wheat,RSA Export,NAMIBIA,,224
2024/25,34,Wheat,RSA Export,ZAMBIA,,3625
2024/25,34,Wheat,RSA Export,ZIMBABWE,,456
2024/25,35,Wheat,Export of Imported Wheat,BOTSWANA,,1609
2024/25,35,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1191
2024/25,35,Wheat,Export of Imported Wheat,ZIMBABWE,,965
2024/25,35,Wheat,Import for RSA,AUSTRALIA,,3387
2024/25,35,Wheat,Import per Harbour,,Durban,3387
2024/25,35,Wheat,RSA Export,BOTSWANA,,515
2024/25,35,Wheat,RSA Export,LESOTHO,,9
2024/25,35,Wheat,RSA Export,NAMIBIA,,77
2024/25,35,Wheat,RSA Export,ZAMBIA,,4579
2024/25,35,Wheat,RSA Export,ZIMBABWE,,1752
2024/25,36,Wheat,Export of Imported Wheat,BOTSWANA,,717
2024/25,36,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,444
2024/25,36,Wheat,Export of Imported Wheat,LESOTHO,,2005
2024/25,36,Wheat,Export of Imported Wheat,ZAMBIA,,104
2024/25,36,Wheat,Export of Imported Wheat,ZIMBABWE,,474
2024/25,36,Wheat,Import for Other Countries,AUSTRALIA,,5785
2024/25,36,Wheat,Import for RSA,AUSTRALIA,,23319
2024/25,36,Wheat,Import per Harbour,,Cape Town,10480
2024/25,36,Wheat,Import per Harbour,,Durban,18624
2024/25,36,Wheat,RSA Export,BOTSWANA,,796
2024/25,36,Wheat,RSA Export,LESOTHO,,183
2024/25,36,Wheat,RSA Export,NAMIBIA,,333
2024/25,36,Wheat,RSA Export,ZAMBIA,,5887
2024/25,36,Wheat,RSA Export,ZIMBABWE,,552
2024/25,37,Wheat,Export of Imported Wheat,BOTSWANA,,321
2024/25,37,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2374
2024/25,37,Wheat,Export of Imported Wheat,LESOTHO,,1640
2024/25,37,Wheat,Export of Imported Wheat,ZAMBIA,,1064
2024/25,37,Wheat,Export of Imported Wheat,ZIMBABWE,,890
2024/25,37,Wheat,Import for RSA,AUSTRALIA,,5617
2024/25,37,Wheat,Import per Harbour,,Cape Town,5617
2024/25,37,Wheat,RSA Export,BOTSWANA,,385
2024/25,37,Wheat,RSA Export,LESOTHO,,232
2024/25,37,Wheat,RSA Export,NAMIBIA,,824
2024/25,37,Wheat,RSA Export,ZAMBIA,,4490
2024/25,37,Wheat,RSA Export,ZIMBABWE,,280
2024/25,38,Wheat,Export of Imported Wheat,BOTSWANA,,71
2024/25,38,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,773
2024/25,38,Wheat,Export of Imported Wheat,LESOTHO,,320
2024/25,38,Wheat,Export of Imported Wheat,ZAMBIA,,35
2024/25,38,Wheat,Export of Imported Wheat,ZIMBABWE,,819
2024/25,38,Wheat,Import for Other Countries,AUSTRALIA,,2987
2024/25,38,Wheat,Import for RSA,AUSTRALIA,,26194
2024/25,38,Wheat,Import per Harbour,,Durban,29181
2024/25,38,Wheat,RSA Export,BOTSWANA,,741
2024/25,38,Wheat,RSA Export,LESOTHO,,210
2024/25,38,Wheat,RSA Export,NAMIBIA,,228
2024/25,38,Wheat,RSA Export,ZAMBIA,,2366
2024/25,38,Wheat,RSA Export,ZIMBABWE,,70
2024/25,39,Wheat,Export of Imported Wheat,BOTSWANA,,211
2024/25,39,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,756
2024/25,39,Wheat,Export of Imported Wheat,ZAMBIA,,140
2024/25,39,Wheat,Export of Imported Wheat,ZIMBABWE,,69
2024/25,39,Wheat,Import for RSA,AUSTRALIA,,57104
2024/25,39,Wheat,Import per Harbour,,Durban,51404
2024/25,39,Wheat,Import per Harbour,,Port Elizabeth,5700
2024/25,39,Wheat,RSA Export,BOTSWANA,,1267
2024/25,39,Wheat,RSA Export,LESOTHO,,2101
2024/25,39,Wheat,RSA Export,MOZAMBIQUE,,72
2024/25,39,Wheat,RSA Export,ZAMBIA,,2560
2024/25,39,Wheat,RSA Export,ZIMBABWE,,537
2024/25,40,Wheat,Export of Imported Wheat,BOTSWANA,,214
2024/25,40,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,436
2024/25,40,Wheat,Export of Imported Wheat,ZAMBIA,,69
2024/25,40,Wheat,Import for RSA,AUSTRALIA,,3306
2024/25,40,Wheat,Import per Harbour,,Port Elizabeth,3306
2024/25,40,Wheat,RSA Export,BOTSWANA,,496
